Filename 	Type	Descriptor 1	Descriptor 2	Start Time	End Time	Other
140514-000.mp3	Improvisation					
140514-001.mp3	Removed	Speech				
140514-002.mp3	Removed	Empty				
140514-003.mp3	Removed	Empty				
140514-004.mp3	Improvisation					
140514-005.mp3	Removed	Empty				
140514-006.mp3	Speech					
140514-007.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 3			
140514-008.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 3			
140514-009.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 1	0:00	5:20	Full
140514-009.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 2	5:22	End	Full
140514-010.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 3			
140514-011.mp3	Technique	Scales				
140514-012.mp3	Technique	Arpeggios				
140514-013.mp3	Technique	Arpeggios				
140514-014.mp3	Technique	7th Chord Exercises				
140514-015.mp3	Speech					
140514-016.mp3	Sight-Reading	Schumann	Op. 16, No. 6			
140514-017.mp3	Speech					
140514-018.mp3	Sight-Reading	Schumann	Op. 16, No. 7			
140514-019.mp3	Sight-Reading	Schumann	Op. 16, No. 8			
140514-020.mp3	Sight-Reading	Schumann	Op. 16, No. 8			
140514-021.mp3	Sight-Reading	Schumann	Op. 16, No. 2			
140514-022.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 3	0:00	2:14	
140514-022.mp3	Sight-Reading	Schumann	Op. 16, No. 2	2:15	End	
140514-023.mp3	Removed	Empty				
140514-024.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 1			Metronome
140514-025.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 1			
140514-026.mp3	Removed	Empty				
140514-027.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 1			Metronome
140514-028.mp3	Removed	Empty				
140514-029.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 1			Metronome
140514-030.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 1			
140514-031.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 1			
140514-032.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 2			Counting
140514-033.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 2			
140514-034.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 2	0:00	0:06	
140514-034.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 3	0:07	End	
140514-035.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 2			
140514-036.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 2			Metronome
140514-037.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 2			
140514-038.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 2			
140514-039.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 2			
140514-040.mp3	Removed	Empty				
140514-041.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 2			
140514-042.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 2	0:00	8:34	Distortion
140514-042.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 2	8:35		
140514-043.mp3	Removed	Empty				
