Filename 	Type	Descriptor 1	Descriptor 2	Start Time	End Time	Other
140512-000.mp3	Technique	Arm-Movement				
140512-001.mp3	Technique	Arm-Movement		0:00	2:03	
140512-001.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 3	2:04	2:03	
140512-002.mp3	Technique	Scales				
140512-003.mp3	Technique	Scales				
140512-004.mp3	Technique	Scales				
140512-005.mp3	Removed	Empty				
140512-006.mp3	Technique	Scales				
140512-007.mp3	Removed	Empty				
140512-008.mp3	Technique	Scales				
140512-009.mp3	Repertoire	Chopin	Op. 15, No. 2	0:00	1:19	
140512-009.mp3	Improvisation			1:20	2:47	
140512-009.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 3	2:48	1:19	
140512-010.mp3	Removed	Empty				
140512-011.mp3	Removed	Empty				
140512-012.mp3	Removed	Empty				
140512-013.mp3	Removed	Empty				
140512-014.mp3	Sight-Reading	Schumann	Op. 16, No. 4			Counting
140512-015.mp3	Sight-Reading	Schumann	Op. 16, No. 5	0:00	6:38	Counting
140512-015.mp3	Speech			6:39	End	Counting
140512-016.mp3	Improvisation					Paper in Piano
140512-017.mp3	Improvisation					Paper in Piano
140512-018.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 3	0:00	0:09	Paper in Piano
140512-018.mp3	Improvisation			0:10	0:54	Paper in Piano
140512-019.mp3	Sight-Reading	Schumann	Op. 16, No. 5			
140512-020.mp3	Sight-Reading	Schumann	Op. 16, No. 5			
140512-021.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 3			Metronome
140512-022.mp3	Removed	Empty				
140512-023.mp3	Removed	Empty				
140512-024.mp3	Removed	Speech				Lesson
