Filename 	Type	Descriptor 1	Descriptor 2	Start Time	End Time	Other
140508-000.mp3	Technique	Improvisation		0:00	0:24	
140508-000.mp3	Repertoire	Rameau	Gavotte et Six Doubles	0:25	End	Singing
140508-001.mp3	Repertoire	Rameau	Gavotte et Six Doubles			
140508-002.mp3	Repertoire	Rameau	Gavotte et Six Doubles			
140508-003.mp3	Repertoire	Rameau	Gavotte et Six Doubles			
140508-004.mp3	Repertoire	Rameau	Gavotte et Six Doubles			
140508-005.mp3	Repertoire	Rameau	Gavotte et Six Doubles			
140508-006.mp3	Repertoire	Rameau	Gavotte et Six Doubles			
140508-007.mp3	Repertoire	Rameau	Gavotte et Six Doubles			
140508-008.mp3	Repertoire	Rameau	Gavotte et Six Doubles			
140508-009.mp3	Repertoire	Rameau	Gavotte et Six Doubles			
140508-010.mp3	Repertoire	Rameau	Gavotte et Six Doubles	0:00	0:32	
140508-010.mp3	Speech			0:33	End	
140508-011.mp3	Repertoire	Rameau	Gavotte et Six Doubles			
140508-012.mp3	Repertoire	Rameau	Gavotte et Six Doubles			
140508-013.mp3	Repertoire	Rameau	Gavotte et Six Doubles			
140508-014.mp3	Removed	Empty				
140508-015.mp3	Repertoire	Rameau	Gavotte et Six Doubles			
140508-016.mp3	Removed	Empty				
140508-017.mp3	Repertoire	Rameau	Gavotte et Six Doubles			One-hand
140508-018.mp3	Repertoire	Rameau	Gavotte et Six Doubles			
140508-019.mp3	Repertoire	Rameau	Gavotte et Six Doubles			
140508-020.mp3	Removed	Empty				
140508-021.mp3	Removed	Empty				
140508-022.mp3	Repertoire	Rameau	Gavotte et Six Doubles			
140508-023.mp3	Repertoire	Rameau	Gavotte et Six Doubles			
140508-024.mp3	Repertoire	Rameau	Gavotte et Six Doubles			
140508-025.mp3	Repertoire	Rameau	Gavotte et Six Doubles			
140508-026.mp3	Repertoire	Rameau	Gavotte et Six Doubles			
140508-027.mp3	Repertoire	Rameau	Gavotte et Six Doubles			
140508-028.mp3	Repertoire	Rameau	Gavotte et Six Doubles			
140508-029.mp3	Repertoire	Rameau	Gavotte et Six Doubles			
140508-030.mp3	Repertoire	Rameau	Gavotte et Six Doubles			
140508-031.mp3	Repertoire	Rameau	Gavotte et Six Doubles			
140508-032.mp3	Repertoire	Rameau	Gavotte et Six Doubles			
140508-033.mp3	Repertoire	Rameau	Gavotte et Six Doubles			Removed End
140508-034.mp3	Removed	Empty				
140508-035.mp3	Speech					
140508-036.mp3	Repertoire	Rameau	Gavotte et Six Doubles			
140508-037.mp3	Repertoire	Rameau	Gavotte et Six Doubles	0:00	0:20	
140508-037.mp3	Speech			0:22	0:39	
140508-037.mp3	Repertoire	Rameau	Gavotte et Six Doubles	0:40	1:20	
140508-037.mp3	Speech			1:21	1:28	
140508-037.mp3	Repertoire	Rameau	Gavotte et Six Doubles	1:29	End	
140508-038.mp3	Removed	Empty				
140508-039.mp3	Speech					
140508-040.mp3	Repertoire	Rameau	Gavotte et Six Doubles			
140508-041.mp3	Removed	Empty				
140508-042.mp3	Removed	Empty				
140508-043.mp3	Repertoire	Rameau	Gavotte et Six Doubles	0:00	3:23	
140508-043.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 3	3:24	3:50	
140508-043.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 3	4:00	End	Removed End
140508-044.mp3	Removed	Empty				
140508-045.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 3	 		
140508-046.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 3			
140508-047.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 3			
140508-048.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 3			Metronome
140508-049.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 3			Metronome
140508-050.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 3			Metronome
140508-051.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 3			
140508-052.mp3	Removed	Empty				
140508-053.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 3			
140508-054.mp3	Removed	Empty				
140508-055.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 1			
140508-056.mp3	Removed	Empty				
140508-057.mp3	Removed	Empty				
