Filename 	Type	Descriptor 1	Descriptor 2	Start Time	End Time	Other
140519-000.mp3	Removed	Empty				
140519-001.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 3			
140519-002.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 3			
140519-003.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 3	0:00	5:30	
140519-003.mp3	Speech			5:31	End	
140519-004.mp3	Removed	Empty				
140519-005.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 3			
140519-006.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 3			
140519-007.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 3			
140519-008.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 3			
140519-009.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 3			Metronome
140519-010.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 3			
140519-011.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 1			
140519-012.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 1	0:00	2:59	
140519-012.mp3	Speech			3:00		
140519-013.mp3	Removed	Lesson				
