Filename 	Type	Descriptor 1	Descriptor 2	Start Time	End Time	Other
140507-000.mp3	Technique	Scales				Distortion
140507-001.mp3	Removed	Empty				
140507-002.mp3	Removed	Empty				
140507-003.mp3	Technique	Scales				Distortion
140507-004.mp3	Technique	Arpeggios				Distortion
140507-005.mp3	Technique	Arpeggios				Distortion
140507-006.mp3	Technique	Arpeggios				Distortion
140507-007.mp3	Technique	Arpeggios				Distortion
140507-008.mp3	Technique	Arpeggios				Distortion
140507-009.mp3	Technique	Arpeggios				Distortion
140507-010.mp3	Technique	Arpeggios				Distortion
140507-011.mp3	Technique	Arpeggios				Distortion
140507-012.mp3	Technique	Arpeggios				Distortion
140507-013.mp3	Removed					
140507-014.mp3	Repertoire	Rameau				Distortion
140507-015.mp3	Repertoire	Rameau				
140507-016.mp3	Repertoire	Rameau				
140507-017.mp3	Removed	Empty				
140507-018.mp3	Repertoire	Rameau		0:00	1:27	Metronome
140507-018.mp3	Removed	Empty		1:28	2:52	Metronome
140507-018.mp3	Repertoire	Rameau		2:54	End	Metronome
140507-019.mp3	Removed	Empty				
140507-020.mp3	Improvisation					
140507-021.mp3	Removed	Empty				
140507-022.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 1			Singing
140507-023.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 1			
140507-024.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 1			Singing
140507-025.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 1			
140507-026.mp3	Removed	Empty				
140507-027.mp3	Removed	Empty				
140507-028.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 1			
140507-029.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 1			
140507-030.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 1			
140507-031.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 1			
140507-032.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 1			
140507-033.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 1			
140507-034.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 1			
140507-035.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 1			
140507-036.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 1			
140507-037.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 1			
140507-038.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 1			
140507-039.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 1			
140507-040.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 1			
140507-041.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 1			
140507-042.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 1			
140507-043.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 1			
140507-044.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 1			
140507-045.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 1			Metronome
140507-046.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 1			
140507-047.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 1			
140507-048.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 1			
140507-049.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 1			
140507-050.mp3	Removed	Empty				
140507-051.mp3	Removed	Empty				
140507-052.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 1			
140507-053.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 1			
140507-054.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 1			
140507-055.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 1			Metronome
140507-056.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 1			
140507-057.mp3	Removed	Empty				
140507-058.mp3	Removed	Empty				
140507-059.mp3	Removed	Empty				
140507-060.mp3	Removed	Empty				
140507-061.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 2			
140507-062.mp3	Removed	Empty				
140507-063.mp3	Removed	Empty				
140507-064.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 2			Metronome
140507-065.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 2			Metronome
140507-066.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 2			Metronome
140507-067.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 2			
140507-068.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 2			
140507-069.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 2			
140507-070.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 2	0:00	1:58	
140507-070.mp3	Speech			1:58	End	
140507-071.mp3	Removed	Empty				
