Filename 	Type	Descriptor 1	Descriptor 2	Start Time	End Time	Other
140515-000.mp3	Improvisation					
140515-001.mp3	Technique	Scales				
140515-002.mp3	Technique	Scales				
140515-003.mp3	Technique	Scales				
140515-004.mp3	Technique	Arpeggios				Distortion
140515-005.mp3	Technique	Arpeggios				Distortion
140515-006.mp3	Technique	Arpeggios				Distortion
140515-007.mp3	Technique	Arpeggios				Distortion
140515-008.mp3	Technique	Arpeggios				Distortion
140515-009.mp3	Technique	Arpeggios				Distortion
140515-010.mp3	Technique	Arpeggios				Distortion
140515-011.mp3	Technique	7th Exercises				Distortion
140515-012.mp3	Technique	Rach. Exercises				Distortion
140515-013.mp3	Technique	Rach. Exercises				Distortion
140515-014.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 3			
140515-015.mp3	Speech					
140515-016.mp3	Speech					
140515-017.mp3	Sight-Reading	Ravel	M. 30			
140515-018.mp3	Sight-Reading	Ravel	M. 30			
140515-019.mp3	Removed	Empty				
140515-020.mp3	Sight-Reading	Schumann	Op. 16, No. 1			
140515-021.mp3	Removed	Empty				
140515-022.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 2	0:00	6:48	
140515-022.mp3	Speech			6:49	End	
140515-023.mp3	Speech			0:00	0:08	Metronome, Counting
140515-023.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 3	0:09	End	Metronome, Counting
140515-024.mp3	Removed	Empty				
140515-025.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 3			Metronome
140515-026.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 1			
140515-027.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 1			
140515-028.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 1			
140515-029.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 1			
140515-030.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 2	0:00	6:48	
140515-030.mp3	Speech			6:49	End	
140515-031.mp3	Removed	Empty				
140515-032.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 1	0:00	3:35	
140515-032.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 3	3:36	End	
140515-033.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 1			
140515-034.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 1			
140515-035.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 2			
140515-036.mp3	Removed	Empty				Metronome
140515-037.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 2	0:00	3:28	
140515-037.mp3	Speech			3:29	End	
140515-038.mp3	Removed	Empty				
