Filename 	Type	Descriptor 1	Descriptor 2	Start Time	End Time	Other
140511-000.mp3	Removed	Empty				
140511-001.mp3	Repertoire	Chopin	Op. 15, No. 2			
140511-002.mp3	Removed	Empty				
140511-003.mp3	Technique	Scales				
140511-004.mp3	Technique	Arpeggios				
140511-005.mp3	Technique	Arpeggios				
140511-006.mp3	Technique	Arpeggios				
140511-007.mp3	Technique	Arpeggios				
140511-008.mp3	Technique	Arpeggios				
140511-009.mp3	Technique	Arpeggios				
140511-010.mp3	Removed	Empty				
140511-011.mp3	Removed	Empty				
140511-012.mp3	Removed	Empty				
140511-013.mp3	Removed	Empty				Metronome
140511-014.mp3	Sight-Reading 	Schumann	Op. 16, No. 2			
140511-015.mp3	Sight-Reading 	Schumann	Op. 16, No. 2			
140511-016.mp3	Sight-Reading 	Schumann	Op. 16, No. 2			
140511-017.mp3	Sight-Reading 	Schumann	Op. 16, No. 2			
140511-018.mp3	Sight-Reading 	Schumann	Op. 16, No. 2			
140511-019.mp3	Sight-Reading 	Schumann	Op. 16, No. 3			
140511-020.mp3	Removed	Empty				
140511-021.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 3			Hands separate
140511-022.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 3			
140511-023.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 3			
140511-024.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 3			
140511-025.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 3			
140511-026.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 3			
140511-027.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 3			
140511-028.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 3			
140511-029.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 3			
140511-030.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 3			
140511-031.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 3			
140511-032.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 3			Distortion
140511-033.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 3			
140511-034.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 3			
140511-035.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 3			Distortion
140511-036.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 3			
140511-037.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 3			
140511-038.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 3			
140511-039.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 3			Distortion
140511-040.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 3			
140511-041.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 3			Counting
140511-042.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 3			Counting, Distortion
140511-043.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 3			
140511-044.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 3			
140511-045.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 3			
140511-046.mp3	Removed	Empty				
140511-047.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 3			
140511-048.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 3	0:00	1:07	
140511-048.mp3	Speech			1:10	End	
140511-049.mp3	Speech					
140511-050.mp3	Removed					
140511-051.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 3			Metronome
140511-052.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 3			Metronome
140511-053.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 3			Metronome
140511-054.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 3			
140511-055.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 1			
140511-056.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 1			Metronome
140511-057.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 1			
140511-058.mp3	Removed	Empty				
140511-059.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 1			Metronome
140511-060.mp3	Removed	Empty				Prokofiev, Piano Sonata #4, Mvt. 1
140511-061.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 1			Metronome
140511-062.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 2			
140511-063.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 2			
140511-064.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 2			
140511-065.mp3	Removed	Empty				
140511-066.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 2			
140511-067.mp3	Speech			0:00	0:15	
140511-067.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 1	0:29	1:05	Distortion
140511-067.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 1	1:06	6:37	FULL, Distortion
140511-067.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 1	6:41	13:34	FULL, Distortion
140511-067.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 1	13:45	17:42	FULL, Distortion
