Filename 	Type	Descriptor 1	Descriptor 2	Start Time	End Time	Other
140526-000.mp3	Removed	Empty				
140526-001.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 3			
140526-002.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 3			
140526-003.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 3			
140526-004.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 2			
140526-005.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 3			
140526-006.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 3			
140526-007.mp3	Technique	Scales 	4v3			
140526-008.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 3	0:00	2:01	Removed End (Speech)
140526-009.mp3	Removed	Speech				
