Filename 	Type	Descriptor 1	Descriptor 2	Start Time	End Time	Other
140520-000.mp3	Repertoire	Prokofiev	Op. 29, No. 3			
140520-001.mp3	Removed	Empty				
140520-002.mp3	Repertoire	Prokofiev	Op. 29, No. 3			
140520-003.mp3	Repertoire	Prokofiev	Op. 29, No. 3			
140520-004.mp3	Removed	Empty				
140520-005.mp3	Removed	Empty				
140520-006.mp3	Removed	Empty				
140520-007.mp3	Removed	Empty				
140520-008.mp3	Repertoire	Prokofiev	Op. 29, No. 3			
140520-009.mp3	Speech					
140520-010.mp3	Speech	Review				
