Filename 	Type	Descriptor 1	Descriptor 2	Start Time	End Time	Other
140521-000.mp3	Removed	Empty				
140521-001.mp3	Removed	Empty				
140521-002.mp3	Repertoire	Chopin	Op. 15, No. 2			
140521-003.mp3	Removed	Empty				
140521-004.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 3			
140521-005.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 3			
140521-006.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 3			
140521-007.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 3			
140521-008.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 3			
140521-009.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 3			
140521-010.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 3			
140521-011.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 3			
140521-012.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 3			
140521-013.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 3			
140521-014.mp3	Removed	Empty				
140521-015.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 3			
140521-016.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 3			
140521-017.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 3			
140521-018.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 3			
140521-019.mp3	Removed	Empty				
140521-020.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 3			
140521-021.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 3			
140521-022.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 3			
140521-023.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 3			
140521-024.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 3			
140521-025.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 3			
140521-026.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 3			
140521-027.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 3			
140521-028.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 3			
140521-029.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 3	0:00	3:03	
140521-029.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 1	3:04	End	
140521-030.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 1			
140521-031.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 2			
140521-032.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 3			
140521-033.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 1			
140521-034.mp3	Removed	Empty				
140521-035.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 1			
140521-036.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 1			
140521-037.mp3	Speech					
140521-038.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 2			
