Filename 	Type	Descriptor 1	Descriptor 2	Start Time	End Time	Other
140510-000.mp3	Removed	Empty				
140510-001.mp3	Improvisation					
140510-002.mp3	Technique	Scales		0:00	3:57	Distortion
140510-002.mp3	Technique	Prokofiev	Op. 29, Mvt. 3	3:58	End	
140510-003.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 3			Distortion
140510-004.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 3			
140510-005.mp3	Repertoire	Bach	BWV 872, Prelude			
140510-006.mp3	Repertoire	Bach	BWV 872, Prelude	0:00	0:29	
140510-006.mp3	Repertoire	Bach	BWV 848, Fugue	0:30	3:17	Full
140510-006.mp3	Repertoire	Bach	BWV 848, Prelude	3:18	3:49	
140510-006.mp3	Speech			3:50	4:03	
140510-006.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 3	4:04	End	
140510-007.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 3			
140510-008.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 3			
140510-009.mp3	Removed	Empty				
140510-010.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 3			
140510-011.mp3	Removed	Empty				
140510-012.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 3			Metronome
140510-013.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 3			Singing
140510-013.mp3	Removed	Empty				Metronome
140510-014.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 3			
140510-015.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 3			
140510-016.mp3	Removed	Empty				One chord @ Beginning
140510-017.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 3			
140510-018.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 3			Metronome
140510-019.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 3			
140510-020.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 3			
140510-021.mp3	Removed	Empty				
140510-022.mp3	Removed	Empty				
140510-023.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 3			
140510-024.mp3	Removed	Empty				
140510-025.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 3			
140510-026.mp3	Removed	Empty				
140510-027.mp3	Removed	Empty				
140510-028.mp3	Removed	Empty				
140510-029.mp3	Removed	Empty				
140510-030.mp3	Removed	Empty				
140510-031.mp3	Removed	Empty				
140510-032.mp3	Removed	Empty				
140510-033.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 3			
140510-034.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 3			Edited - Removed End
140510-035.mp3	Speech					
140510-036.mp3	Speech					
140510-037.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 3	0:00	1:42	Edited - Removed Beginning
140510-037.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 3	1:56	End	Metronome
140510-038.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 3			
140510-039.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 3			
140510-040.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 3			
140510-041.mp3	Removed	Empty				
140510-042.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 3			
140510-043.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 3			
140510-044.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 3			
140510-045.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 3			
140510-046.mp3	Removed	Empty				Hand-Clapping
140510-047.mp3	Removed	Empty				
140510-048.mp3	Removed	Empty				Hand-Clapping
140510-049.mp3	Removed	Empty				Metronome
140510-050.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 3			Metronome
140510-051.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 3			Metronome
140510-052.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 3			Speech
140510-053.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 3			
140510-054.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 3			
140510-055.mp3	Removed	Empty				
140510-056.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 3			
140510-057.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 3			
140510-058.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 3			
140510-059.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 3			
140510-060.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 3			
140510-061.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 3			
140510-062.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 3			
140510-063.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 3			
140510-064.mp3	Repertoire	Prokofiev	Op. 29, Mvt. 3			
